Date,Company Name
"January 7, 2015",NanoLumens
"January 7, 2015",NanoLumens
"January 7, 2015",Adaptive Biotechnologies
"January 7, 2015",Caribou Biosciences
"January 7, 2015",Worcester Polytechnic Institute
"January 7, 2015",Hypori
"January 7, 2015",Stem
"January 7, 2015",Blend Therapeutics
"January 7, 2015",Line0
"January 7, 2015",Osi Systems
"January 7, 2015",Apervita
"January 7, 2015",Genkyotex
"January 7, 2015",WestWing
"January 7, 2015",Xeris Pharmaceuticals
"January 7, 2015",E-Torial
"January 7, 2015",Amplion Research
"January 7, 2015",Liberman Broadcasting
"January 7, 2015",Gainspeed
"January 7, 2015",Greats
"January 7, 2015",TreVia Digital Health
"January 7, 2015",Aginity
"January 7, 2015",Airspan Networks
"January 7, 2015",Arrogene
"January 7, 2015",Agency for Student Health Research
"January 7, 2015",Cytogel Pharma
"January 7, 2015",eVisit
"January 7, 2015",Ezuza
"January 7, 2015",Azure Biotech
"January 7, 2015",Red Ventures
"January 7, 2015",OptAim
"January 7, 2015",Orion Systems Integrators
"January 7, 2015",CardioFocus
"January 7, 2015",MediSafe
"January 7, 2015",ParkerVision
"January 7, 2015",SonarMed
"January 7, 2015",Neos Therapeutics
"January 7, 2015",Snowshoefood
"January 7, 2015",Smart Game Systems
"January 7, 2015",Supermercato24
"January 7, 2015",Yomp
"January 7, 2015",MediSafe
"January 7, 2015",Citelighter
"January 7, 2015",Southwest Petroleum & Energy Fund
"January 7, 2015",Learn Immersive
"January 7, 2015",Protenus
"January 7, 2015",Urban Dog City Kitty
"January 7, 2015",Silverlite
"January 7, 2015",Brand Graphics
"January 7, 2015",HOME AND DEED
"January 7, 2015",Sparva
"January 7, 2015",BB Custom Musical Instruments
"January 6, 2015",ZippyApp
"January 6, 2015",Bluedot Innovation
"January 6, 2015",MetaStat
"January 6, 2015",CutisPharma
"January 6, 2015",Blue Box
"January 6, 2015",CytomX Therapeutics
"January 6, 2015",EnGeneIC
"January 6, 2015",Global Blood Therapeutics
"January 6, 2015",Availo
"January 6, 2015",Ruby Receptionists
"January 6, 2015",Nurturey
"January 6, 2015",Shelter Afrique
"January 6, 2015",Reverb.com
"January 6, 2015",Caremerge
"January 6, 2015",VHX
"January 6, 2015",Z80 Labs Technology Incubator
"January 6, 2015",Lilly Endowment
"January 6, 2015",Marketware
"January 6, 2015",NetDragon Education
"January 6, 2015",Frankly
"January 6, 2015",fitmob
"January 6, 2015",Cuff
"January 6, 2015",Glassdoor
"January 6, 2015",CallRail
"January 6, 2015",Batanga Media
"January 6, 2015",Happy Cloud
"January 6, 2015",venVelo
"January 6, 2015",Isto Technologies
"January 6, 2015",Mocana
"January 6, 2015",NanoPharmaceuticals
"January 6, 2015",AtScale
"January 6, 2015",CannTrust
"January 6, 2015",Halo Pharmaceutical
"January 6, 2015",Eden Shield
"January 6, 2015",FantasySalesTeam
"January 6, 2015",Pureprint
"January 6, 2015",Halo Pharmaceutical
"January 6, 2015",Z80 Labs Technology Incubator
"January 6, 2015",CutisPharma
"January 6, 2015",VHX
"January 6, 2015",Shelter Afrique
"January 6, 2015",Caremerge
"January 6, 2015",Nurturey
"January 6, 2015",Lilly Endowment
"January 6, 2015",Marketware
"January 6, 2015",Glassdoor
"January 6, 2015",EnGeneIC
"January 6, 2015",CytomX Therapeutics
"January 6, 2015",Cuff
"January 6, 2015",fitmob
"January 6, 2015",Pureprint
"January 6, 2015",FantasySalesTeam
"January 6, 2015",Availo
"January 6, 2015",CallRail
"January 6, 2015",NetDragon Education
"January 6, 2015","Predikto, Inc."
"January 6, 2015",Gozio
"January 6, 2015",Lumen Learning
"January 6, 2015",Seres Health
"January 6, 2015",Tilson
"January 6, 2015",Sqord
"January 6, 2015",Man Cave Giant
"January 6, 2015",Trempstar Tactical
"January 5, 2015",AdvisoryHQ
"January 5, 2015",Depict
"January 5, 2015",Flapus
"January 5, 2015",Lookup
"January 5, 2015",Bornevia
"January 5, 2015",Inflexxion
"January 5, 2015",Integrity Applications
"January 5, 2015",ClaimKit
"January 5, 2015",CarCharging
"January 5, 2015",Smartpods
"January 5, 2015",CargoMetrics Technologies
"January 5, 2015",NumberMall
"January 5, 2015",Wellbe
"January 5, 2015",Aduro BioTech
"January 5, 2015",GlySens
"January 5, 2015",Symic Biomedical
"January 5, 2015",Olygose
"January 5, 2015",MUBI
"January 5, 2015",iSIGHT Partners
"January 5, 2015",BigTeams
"January 5, 2015",Even
"January 5, 2015",Gogoro
"January 5, 2015",Longaccess
"January 5, 2015",Accion Systems
"January 5, 2015",Pivot Freight
"January 5, 2015",CampusTap
"January 5, 2015",Lookup
"January 5, 2015",Bornevia
"January 5, 2015",Smartpods
"January 5, 2015",Longaccess
"January 5, 2015",Integrity Applications
"January 5, 2015",NumberMall
"January 5, 2015",CarCharging
"January 5, 2015",Gogoro
"January 5, 2015",Annelutfen.com
"January 5, 2015",Reonomy
"January 5, 2015",MUBI
"January 5, 2015",iSIGHT Partners
"January 5, 2015",BigTeams
"January 5, 2015",Wellbe
"January 5, 2015",CargoMetrics Technologies
"January 5, 2015",x.ai
"January 5, 2015",Noom
"January 5, 2015",VirtKick
"January 5, 2015",Galileo Inc.
"January 5, 2015",WebyClip
"January 5, 2015",Olygose
"January 5, 2015",Heels.com.ng
"January 5, 2015",Symic Biomedical
"January 5, 2015",Juristat
"January 5, 2015",Clementia Pharmaceuticals
"January 5, 2015",Aduro BioTech
"January 5, 2015",GlySens
"January 5, 2015",Even
"January 5, 2015",Moderna Therapeutics
"January 5, 2015",Ketchup
"January 5, 2015",Place Pixel
"January 5, 2015",Connect2Care
"January 5, 2015",API Fortress
"January 5, 2015",Rollinglobe
"January 5, 2015",SELECT
"January 5, 2015",Blinkbuggy
"January 5, 2015",Eventable
"January 5, 2015",Bunchcut
"January 5, 2015",Alumni Spaces
"January 5, 2015",Sensay
"January 5, 2015",PeerRealty
"January 5, 2015","HerbFront, Inc"
"January 5, 2015",Camp Native
"January 5, 2015",CondoGrade
"January 5, 2015",Megalytics
"January 5, 2015",eShares
"January 5, 2015",Prime Apparel
"January 5, 2015",Sevo Nutraceuticals
"January 5, 2015",Prime Apparel
"January 5, 2015",foreverboard
"January 4, 2015",PocketList
"January 4, 2015",SimpleOrder
"January 4, 2015",ISKN
"January 4, 2015",GetGems
"January 4, 2015",OKEYNOTES
"January 4, 2015",Apploi
"January 3, 2015",Attify Inc.
"January 3, 2015",MyLumper
"January 3, 2015",Captio
"January 3, 2015",InGlove
"January 3, 2015",Family Fish Farms Network
"January 2, 2015",Qtsy
"January 2, 2015",Vindi
"January 2, 2015",Tangible Security
"January 2, 2015",Lenskart.com
"January 2, 2015",Vuzix
"January 2, 2015",Tbit Sistemas
"January 2, 2015",Scribd
"January 2, 2015",SnapRetail
"January 2, 2015",Nascent Surgical
"January 2, 2015",Scryer
"January 2, 2015",TINYhr
"January 2, 2015",Petbrosia
"January 2, 2015",Tutti Dynamics
"January 2, 2015",UCleats
"January 2, 2015",View Inc.
"January 2, 2015",NowFloats
"January 2, 2015",Haven Lock
"January 2, 2015",LotLinx
"January 2, 2015",bvsb
"January 2, 2015",Seek&Target
"January 2, 2015",OBaa Health
"January 1, 2015",Apozy
"January 1, 2015",SparcMotors
"January 1, 2015",iProof - The Foundation for the Internet of Things™
"January 1, 2015",Roost
"January 1, 2015",Groop
"January 1, 2015",SpotKing
"January 1, 2015",Private Venture
"January, 2015",Spoon University
"January 1, 2015",Enterprise Productivity Software (EPS) Corp.
"January, 2015",Venux
2015,Dark Gateway Games
"January 1, 2015",Buenchef
"January 1, 2015",OneRent
"January, 2015",Vidpal
"January 1, 2015",Baro
2015,Dark Gateway Games
"January 1, 2015",Buenchef
"January 1, 2015",OneRent
"January, 2015",Vidpal
"January 1, 2015",Baro
"January 1, 2015",Perspyre
"January 1, 2015",Saguaro
"January 1, 2015",My Shout App
"January 1, 2015",T-ZONE
"January, 2015","ispace technologies, inc."
"January, 2015",Fruitful
2015,GM Europe
"January 1, 2015",YOU-app
"January 1, 2015",AlleyReport
"January 1, 2015","Workheroes.com, RITTER DIGITAL SOLUTIONS, INC."
"January 1, 2015","mPulse Mobile, Inc."
"January, 2015",Foodie Shares
"January, 2015",Axsome Therapeutics
"January 1, 2015",ApPnOxIoUs
"January, 2015",judo
"January 1, 2015",INVINE
"January, 2015",Exploride Inc.
"January, 2015",EVALS.NET
"January 1, 2015",NULATO
"January 1, 2015",Global Rockstar
"January, 2015",Spotahome
"January, 2015",CBA PHARMA
"January 1, 2015",Echelon Insights
"January 1, 2015",Fanswell
"January 1, 2015",misterbnb
"January 1, 2015",Localize.js
"January, 2015",PerTunes Oy
"January 1, 2015",ConceptDrop
"January, 2015",Animal Cell Therapies
"January 1, 2015",Savedo
"January, 2015",Remerge
"January 1, 2015",Guide Me Right
"January 1, 2015",Guide Me Right
"January 1, 2015",Golden Spike
2015,UpcyclePost
"January, 2015",Seaters
2015,Plae
2015,Huespedcanino
"January 1, 2015",JobFinder.Ninja
2015,Fitting Room Social
"January, 2015",LiveNinja
"January, 2015",Level
"January, 2015",Zaask
"January 1, 2015",RN Entertainment
"December 31, 2014",JobHive
"December 31, 2014",Logovers
"December 31, 2014",TinyPulse
"December 31, 2014",Tetrapod Software
"December 31, 2014",Teneology
"December 31, 2014",Hyperconnect
"December 31, 2014",Deep Forest Media
"December 31, 2014",ubid
"December 31, 2014",IntellectSpace
"December 31, 2014",fypio
"December 31, 2014",Minkasu
"December 31, 2014",Snapchat
"December 31, 2014",Vouch Financial
"December 31, 2014",Jurni
"December 31, 2014",PipelineDeals
"December 31, 2014",CATASYS
"December 31, 2014",Cirrus Data Solutions
"December 31, 2014",Cloudnexa
"December 31, 2014",hdl therapeutics
"December 31, 2014",Biodirection
"December 31, 2014",Alice Technologies
"December 31, 2014",Comet Solutions
"December 31, 2014",NEXTracker
"December 31, 2014",GainSpan
"December 31, 2014",Replay Technologies
"December 31, 2014",Xpreso Software Limited
"December 31, 2014",Babel Street
"December 31, 2014",Lightspeed
"December 31, 2014",Yottaa
"December 31, 2014",Upswing
"December 31, 2014",Radeeus
"December 31, 2014",Nanolike
"December 31, 2014",Proskriptive
"December 31, 2014",HolidayGang.com
"December 31, 2014",Krypton Media Group
"December 31, 2014",CJ's Trash Service
"December 31, 2014",Clickable
"December 31, 2014",Corpnet
"December 30, 2014",Newzulu Limited
"December 30, 2014",Videodesk
"December 30, 2014",CutisPharma
"December 30, 2014",PocketDerm
"December 30, 2014",Vixxenn
"December 30, 2014",Infrastructure Networks
"December 30, 2014",MainStreet Bank
"December 30, 2014",Jana Mobile
"December 30, 2014",Academia
"December 30, 2014",Ostendo Technologies
"December 30, 2014",Cintric
"December 30, 2014",PATHSENSORS
"December 30, 2014",Beepi
"December 30, 2014",EHang
"December 30, 2014",Lightpoint Medical
"December 30, 2014",Avacen
"December 30, 2014",NextImage Medical
"December 30, 2014",Instacart
"December 30, 2014",Nucleus Research
"December 30, 2014",MainStreet Bank
"December 30, 2014",Arch Aerial
"December 30, 2014",Academia
"December 30, 2014",Ostendo Technologies
"December 30, 2014",Beautycounter
"December 30, 2014",Cirrascale
"December 30, 2014",East Side Endoscopy
"December 30, 2014",PLENTY
"December 30, 2014",Medzpeed Solutions
"December 30, 2014",Frensenius Vascular Care
"December 30, 2014",PocketDerm
"December 30, 2014",CutisPharma
"December 30, 2014",Jana Mobile
"December 30, 2014",Vixxenn
"December 30, 2014",Infrastructure Networks
"December 30, 2014",Venvy [Outdated]
"December 30, 2014",Future Vision Energy
"December 30, 2014",LS Plasma
"December 30, 2014",Integro-SD
"December 30, 2014",Cintric
"December 29, 2014",Winnow Solutions
"December 29, 2014",Render Pictures Entertainment
"December 29, 2014",eco4cloud
"December 29, 2014",SpoonJoy
"December 29, 2014",Biz2Credit
"December 29, 2014",Bloo Solar
"December 29, 2014",Nuve
"December 29, 2014",SuperProfs
"December 29, 2014",Novn
"December 29, 2014",Sense Labs Inc.
"December 29, 2014",Arthena
"December 29, 2014",Nanocomp Technologies
"December 29, 2014",ekoTail
"December 29, 2014",Zon
"December 29, 2014",Cartiva
"December 29, 2014",Catalyst IT Services
"December 29, 2014",Tray
"December 29, 2014",Visualant
"December 29, 2014",Conkwest
"December 29, 2014",DIDiT Inc
"December 29, 2014",Dance Biopharm
"December 29, 2014",Neurotrack
"December 29, 2014",Novn
"December 29, 2014",SuperProfs
"December 29, 2014",SpoonJoy
"December 29, 2014",Sense Labs Inc.
"December 29, 2014",Arthena
"December 29, 2014",ekoTail
"December 29, 2014",Carlock
"December 29, 2014",The Cask & Barrel
"December 29, 2014",Mwananchi Microfinance
"December 29, 2014",bryansbiz.com
"December 29, 2014",The Ahtlete's Business Network
"December 29, 2014",Vega Energy Systems
"December 29, 2014",AutismSitter.com
"December 29, 2014",Wrap Spot
"December 29, 2014",Old School Motorcycle Company
"December 28, 2014",AWP Energy
"December 27, 2014",PasajeBus
"December 27, 2014",Marco Bellini
"December 27, 2014",Treycent
"December 27, 2014",Wellington Foods
"December 26, 2014",Lellan
"December 26, 2014",Cerevast Therapeutics
"December 26, 2014",Photomedex
"December 26, 2014",BookMEDS
"December 26, 2014",Facishare
"December 26, 2014",Livemap
"December 26, 2014",Outbox Systems
"December 26, 2014",OurOldGroup
"December 26, 2014",Sharklet Technologies
"December 25, 2014",BizzyOne
"December 25, 2014",REZONVER LLC
"December 25, 2014",Croice
"December 25, 2014",SailPoint Technologies
"December 25, 2014",Live 2 Learn Differently
"December 24, 2014",Supramed
"December 24, 2014",Servexia
"December 24, 2014",tripMD
"December 24, 2014",Arena Online
"December 24, 2014",Palatin Technologies
"December 24, 2014",Palatin Technologies
"December 24, 2014",Novira Therapeutics
"December 24, 2014",ProductionPro
"December 24, 2014",Supramed
"December 24, 2014",Segmint
"December 24, 2014",Security First
"December 24, 2014",PayClip
"December 24, 2014",BiOM
"December 24, 2014",Blue Danube Labs
"December 24, 2014",QwikCilver Solutions
"December 24, 2014",BTCJam
"December 24, 2014",Frankly Inc
"December 24, 2014",Practice Ignition
"December 23, 2014",iData Insights
"December 23, 2014",SocialCoaster
"December 23, 2014",Geenio
"December 23, 2014",Yes Bank
"December 23, 2014",Cloudwise
"December 23, 2014",Vermillion
"December 23, 2014",Selecta Biosciences
"December 23, 2014",Relay Ventures
"December 23, 2014",Swoop
"December 23, 2014",Everplans
"December 23, 2014",Appcues
"December 23, 2014",Interleukin Genetics
"December 23, 2014",Interleukin Genetics
"December 23, 2014",Antlos
"December 23, 2014",BitGold Inc.
"December 23, 2014",Finanzarel
"December 23, 2014",Indegy
"December 23, 2014",Assurex Health
"December 23, 2014",Vkansee Technology
"December 23, 2014",BAM Labs
"December 23, 2014",Vigil Monitoring
"December 23, 2014",Neuron Therapeutics
"December 23, 2014",Vapogenix
"December 23, 2014",Boomtime
"December 23, 2014",Corent Technology
"December 23, 2014",Hera Therapeutics
"December 23, 2014",Optileaf
"December 23, 2014",Molecular Imaging
"December 23, 2014",Cogito Corporation
"December 23, 2014",Cyan
"December 23, 2014",Libboo
"December 23, 2014",MRI Interventions
"December 23, 2014",HistoSonics
"December 23, 2014",Easy Payments Gateway
"December 23, 2014",Motif Investing
"December 23, 2014",PieceMaker Technologies
"December 23, 2014",MeetonVC
"December 23, 2014",Backjoy
"December 23, 2014",Ginger.io
"December 23, 2014",Arduboy
"December 23, 2014",NeoNan
"December 23, 2014",Greenease
"December 23, 2014",Futurepump
"December 23, 2014",Ojay Greene
"December 23, 2014",ActionSprout
"December 23, 2014",Nebulus
"December 22, 2014",Business Entity Search LLC
"December 22, 2014",Naborly
"December 22, 2014","OAREX Capital Markets, Inc."
"December 22, 2014",Yetang
"December 22, 2014",NoteVault
"December 22, 2014",MacStadium
"December 22, 2014",Opertech Bio Inc.
"December 22, 2014",Elemental Technologies
"December 22, 2014",NFLabs
"December 22, 2014",Primaseller
"December 22, 2014",Guokr
"December 22, 2014",POC Medical Systems
"December 22, 2014",Digital Magics
"December 22, 2014",SCIO Diamond Corporation
"December 22, 2014",SideChef
"December 22, 2014",Powervation
"December 22, 2014",Powervation
"December 22, 2014",Breadtrip
"December 22, 2014",Utkarsh Micro Finance
"December 22, 2014",Opiatalk
"December 22, 2014",Hybrid Apparel
"December 22, 2014",Lake Erie Energy Development Corp
"December 22, 2014",Riviera Travel
"December 22, 2014",ImmusanT
"December 22, 2014",Echo Therapeutics
"December 22, 2014",FoodEssentials
"December 22, 2014",West Dermatology
"December 22, 2014",Orchestro
"December 22, 2014",PuzzleSocial Inc.
"December 22, 2014",Boss Controls
"December 22, 2014",Siva Cycle
"December 22, 2014",Ecosave
"December 22, 2014",Loud Panda Interactive
"December 22, 2014",Chaikin Analytics
"December 22, 2014",3Derm Systems
"December 22, 2014",Sympara Medical
"December 22, 2014",RubiconMD
"December 22, 2014",ProSeeder Technologies
"December 22, 2014",ROCKI
"December 22, 2014",Xiaomi
"December 22, 2014",Rethink Robotics
"December 21, 2014",USERcycle
"December 21, 2014",Nexstim
"December 21, 2014",Flipkart
"December 20, 2014",Outdoorsy.co
"December 20, 2014",Canadian Cannabis Corp
"December 20, 2014",Speedlancer.com
"December 20, 2014",iScribes
"December 20, 2014",GIDEEN
"December 20, 2014","BROADSCIENCE, Inc."
"December 19, 2014",Kopjra
"December 19, 2014",CyberStep
"December 19, 2014",Running Heroes
"December 19, 2014",John Carroll University
"December 19, 2014",Path Intelligence
"December 19, 2014",SocialSensr
"December 19, 2014",Connected2.me
"December 19, 2014",Pinnatta
"December 19, 2014",Triotech
"December 19, 2014",Rinovum Women's Health
"December 19, 2014",Gini
"December 19, 2014",LUMINOUS
"December 19, 2014",Echodyne
"December 19, 2014",Amplify Health
"December 19, 2014",ParentPaperwork
"December 19, 2014",ALL DAY
"December 19, 2014",Rent the Runway
"December 19, 2014",Front Desk HQ
"December 19, 2014",Prioria Robotics
"December 19, 2014",InCarda Therapeutics
"December 19, 2014",MoneyStream
"December 19, 2014",Senet
"December 19, 2014",MarketShare
"December 19, 2014",Akeso Biomedical
"December 19, 2014",Together Clinic
"December 19, 2014",Airrosti Rehab Centers
"December 19, 2014",SafeWhite
"December 19, 2014",VC4Africa
"December 19, 2014",Chinada
"December 18, 2014",BizzyOne
"December 18, 2014",GameAnalytics
"December 18, 2014",First Opinion
"December 18, 2014",wedgies
"December 18, 2014",Quanergy Systems
"December 18, 2014",Scioderm
"December 18, 2014",Quikkly
"December 18, 2014",PIERIS Proteolab
"December 18, 2014",nice
"December 18, 2014",Furlocity
"December 18, 2014",RealConnex.com
"December 18, 2014",Groopify
"December 18, 2014",Hampton Creek
"December 18, 2014",Padlock Therapeutics
"December 18, 2014",Avhana Health
"December 18, 2014",Pedius
"December 18, 2014",Taxify
"December 18, 2014",Skytap
"December 18, 2014",Ridibooks
"December 18, 2014",Expect Labs
"December 18, 2014",CardioDx
"December 18, 2014",Redfin
"December 18, 2014",Mixpanel
"December 18, 2014",Money Forward
"December 18, 2014",Zudy
"December 18, 2014",Moda Health
"December 18, 2014",Ella Health
"December 18, 2014",Bitspeed
"December 18, 2014",Conversion Innovations
"December 18, 2014",Vape Holdings
"December 18, 2014",LKC Technologies
"December 18, 2014",LoadSmart
"December 18, 2014",Open Garden
"December 18, 2014",Infinite Ventures
"December 18, 2014",payasUgym
"December 18, 2014",Aridhia Informatics
"December 18, 2014",Target Data
"December 18, 2014",Adama Materials
"December 18, 2014",PebbleBee
"December 18, 2014",SocialSign.in
"December 18, 2014",LeadSift
"December 18, 2014",CoupSmart
"December 18, 2014",3CLogic
"December 18, 2014",iRule
"December 18, 2014",MineSense Technologies
"December 18, 2014",Vocalcom
"December 18, 2014",BOOK A TIGER
"December 18, 2014",appEatIT
"December 18, 2014",D.light Design
"December 18, 2014",Bustle
"December 17, 2014",Ynsect
"December 17, 2014","Positive Mobile Health, Inc."
"December 17, 2014",Inbox Messenger
"December 17, 2014",Rapid7
"December 17, 2014",Alcohol Monitoring Systems
"December 17, 2014",Sonoma Orthopedics
"December 17, 2014",Therabron
"December 17, 2014",INMATECH
"December 17, 2014",EdgeWave Inc.
"December 17, 2014",Sunna Design
"December 17, 2014",Phononic Devices
"December 17, 2014",Freight Farms
"December 17, 2014",Prairie Cloudware
"December 17, 2014",Flexus Biosciences
"December 17, 2014",SoloHealth
"December 17, 2014",Lendable
"December 17, 2014",Hi.Q
"December 17, 2014",FLUX
"December 17, 2014",Chatous
"December 17, 2014",Livspace
"December 17, 2014",BiolineRx
"December 17, 2014",Sunna Design
"December 17, 2014",Vidigami
"December 17, 2014",LaunchCode
"December 17, 2014",Hive.im
"December 17, 2014",Qualtré
"December 17, 2014",Livspace
"December 17, 2014",Star2Star Communications
"December 17, 2014",FolioMetrix
"December 17, 2014",Mavrck
"December 17, 2014",SoloHealth
"December 17, 2014",Qapital
"December 17, 2014",INMATECH
"December 17, 2014",Bitvore
"December 17, 2014",Yapta
"December 17, 2014",Audiam
"December 17, 2014",CanFite BioPharma
"December 17, 2014",OnTheGo Platforms
"December 17, 2014",Bright Power
"December 17, 2014",Community Cash
"December 17, 2014",Adelphic
"December 17, 2014",Eos Energy Storage
"December 17, 2014","EEme, LLC"
"December 17, 2014",Vool.it
"December 17, 2014",Maj.io
"December 17, 2014",Vonjour
"December 17, 2014",Lift Worldwide
"December 17, 2014",Truly Wireless
"December 17, 2014",LIR
"December 16, 2014",Run An Empire
"December 16, 2014",128 Technology
"December 16, 2014",AZ Tech Beat
"December 16, 2014",Rocketgraph
"December 16, 2014",Swap.com (Netcycler Inc.)
"December 16, 2014",NowThis News
"December 16, 2014",Digit
"December 16, 2014",eMerge Americas
"December 16, 2014",American Well
"December 16, 2014",Blue Triangle Technologies
"December 16, 2014",InvestX Capital
"December 16, 2014",CookBrite
"December 16, 2014",Splitwise
"December 16, 2014",Simpa Networks
"December 16, 2014",Piccing
"December 16, 2014",Central Conveyor
"December 16, 2014",Selltag
"December 16, 2014",Infinity Levels
"December 16, 2014",Crescendo Biologics
"December 16, 2014",Zepo
"December 16, 2014",Trax Image Recognition
"December 16, 2014",ALL DAY MEDIA
"December 16, 2014",EcoSense Lighting
"December 16, 2014",FIGMD
"December 16, 2014",SynerGene Therapeutics
"December 16, 2014",Pathfinder Health
"December 16, 2014",Maxcyte
"December 16, 2014",Health: Elt
"December 16, 2014",KEW Group
"December 16, 2014","iTel Companies, Inc."
"December 16, 2014",BANGCLE
"December 16, 2014",Kiveda
"December 16, 2014",Mattermark
"December 16, 2014",Boxbee
"December 16, 2014",Dots
"December 16, 2014",Ascentis
"December 16, 2014",App Quality
"December 16, 2014",Spares Box
"December 16, 2014",wiMAN
"December 16, 2014",Uber
"December 16, 2014",InVisage Technologies
"December 15, 2014",ThriveHive
"December 15, 2014",MyUnifood
"December 15, 2014",Blue Fox Technology
"December 15, 2014",HeySuccess
"December 15, 2014",Mobaloo
"December 15, 2014",Coinarch
"December 15, 2014",cashcloud
"December 15, 2014",Lasso Excite
"December 15, 2014",MarketCast
"December 15, 2014","Nota, Inc."
"December 15, 2014",PhyMed Healthcare Group
"December 15, 2014",VisOps Inc.
"December 15, 2014",WeWork
"December 15, 2014",SurveyMonkey
"December 15, 2014",Intermap Technologies
"December 15, 2014",Kymeta
"December 15, 2014",Miyabaobei
"December 15, 2014",InSightec
"December 15, 2014",Annexon
"December 15, 2014",Bundll
"December 15, 2014",Virtuos
"December 15, 2014",FlexEnergy
"December 15, 2014",Tendril
"December 15, 2014",Beactica AB
"December 15, 2014",Datical
"December 15, 2014",Ziegler
"December 15, 2014",iFit
"December 15, 2014",Oneview Healthcare
"December 15, 2014",ADMA Biologics
"December 15, 2014",Cox Enterprises
"December 15, 2014",Cristal Therapeutics
"December 15, 2014",Beactica AB
"December 15, 2014",Virtuos
"December 15, 2014",Bundll
"December 15, 2014",Miyabaobei
"December 15, 2014",Insightra Medical
"December 15, 2014",Datical
"December 15, 2014",Intermap Technologies
"December 15, 2014",Cox Enterprises
"December 15, 2014",Cristal Therapeutics
"December 15, 2014",iFit
"December 15, 2014",Oneview Healthcare
"December 15, 2014",ADMA Biologics
"December 15, 2014",WeWork
"December 15, 2014",SurveyMonkey
"December 15, 2014",Provia Laboratories
"December 15, 2014",Inova Labs
"December 15, 2014",enhancedcareMD
"December 15, 2014",Aethlon Medical
"December 15, 2014",CafeX Communications
"December 15, 2014",Pediatric Bioscience
"December 15, 2014",UNYQ
"December 15, 2014",Venuefox
"December 15, 2014",PhyMed Healthcare Group
"December 15, 2014",Ziegler
"December 15, 2014","Nota, Inc."
"December 15, 2014",Defense Mobile
"December 15, 2014",Fennec Pharma
"December 15, 2014",Cotera
"December 15, 2014",Future Path Medical Holding Company
"December 15, 2014",WeSustain
"December 15, 2014",POSpulse
"December 15, 2014",Pawshake
"December 15, 2014",FantasySalesTeam
"December 15, 2014",Atooma
"December 15, 2014",Tumotorizado.com
"December 15, 2014",Yangche Diandian
"December 14, 2014",Zify
"December 14, 2014",Topic.
"December 14, 2014",AppThis
"December 14, 2014",Eyewiz
"December 14, 2014",Stirplate.io
"December 14, 2014",komplaintBOX
"December 14, 2014",Carwow
"December 14, 2014",Merchbar
"December 14, 2014",R2Net
"December 14, 2014",ForUs
"December 14, 2014",Describe It
"December 12, 2014",Drawbridge Networks
"December 12, 2014",Spozr.com
"December 12, 2014",Sascafs
"December 12, 2014",Street Dash
"December 12, 2014",Wright Therapy Products
"December 12, 2014",OpsClarity
"December 12, 2014",VideoAmp
"December 12, 2014",Ener.co
"December 12, 2014",Turn
"December 12, 2014",Simplifier Corporation
"December 12, 2014",Real Time Medical Systems
"December 12, 2014",Vadium
"December 12, 2014",Akshay Wellness
"December 12, 2014",Mobile Labs
"December 12, 2014",Zoomo
"December 12, 2014",Linkstreet Learning
"December 12, 2014",The Scripps Research Institute
"December 12, 2014",DreamFactory Software
"December 12, 2014",SOASTA
"December 12, 2014",Piqniq
"December 12, 2014",HemoGenyx
"December 12, 2014",innRoad
"December 12, 2014",Innovational Funding
"December 12, 2014",AllDigital
"December 12, 2014",All4Staff
"December 12, 2014",Champions Oncology
"December 12, 2014",Lexicon Pharmaceuticals
"December 12, 2014",MyMedMatch
"December 12, 2014",Utrip
"December 12, 2014",Tappr
"December 12, 2014",Device42
"December 12, 2014",Working Not Working
"December 12, 2014",mobileJob
"December 12, 2014",Triggertrap
"December 12, 2014",Nimbix
"December 12, 2014",Redtree Robotics
"December 12, 2014",Concil - Financial and Online Payment Reconciliation
"December 12, 2014",Baebies
"December 12, 2014",Tr3life
"December 12, 2014",Verbling
"December 12, 2014",Palantir Technologies
"December 12, 2014",Campus Job
"December 11, 2014",vektor.io
"December 11, 2014",Bitwage
"December 11, 2014",Ennouns
"December 11, 2014",SmartUQ
"December 11, 2014",OutboundEngine
"December 11, 2014",Kamcord
"December 11, 2014",ParcelBright
"December 11, 2014",Palantir
"December 11, 2014",Knopp Biosciences LLC
"December 11, 2014",Woven Digital
"December 11, 2014",ARAZOO
"December 11, 2014",Exco InTouch
"December 11, 2014",SPOT
"December 11, 2014",myaNUMBER
"December 11, 2014",VeriTeQ Corporation
"December 11, 2014",View Inc.
"December 11, 2014",Altitude Games
"December 11, 2014",CellTrust
"December 11, 2014",Dolly
"December 11, 2014",Luminat
"December 11, 2014",Safetica Technologies
"December 11, 2014",Boston Medical Center
"December 11, 2014",Infer
"December 11, 2014",Huddle
"December 11, 2014",Grow
"December 11, 2014",Hinge
"December 11, 2014",MatchMe
"December 11, 2014",DB Networks
"December 11, 2014",UNIFi Software
"December 11, 2014",Jolla
"December 11, 2014",Kinsa
"December 11, 2014",Pixelligent
"December 11, 2014",minubo
"December 11, 2014",e-NIOS
"December 11, 2014",Framed Data
"December 11, 2014",Wealthminder
"December 11, 2014",Kuddle
"December 11, 2014",e-Chromic Technologies
